"File created on Friday, 18th November 2022.",,,,,,,,,,,,,,,,,,,,,,,,,,
This information is provided as is. Please let us know of any mistakes or inaccuracies.,,,,,,,,,,,,,,,,,,,,,,,,,,
Question Name:,URL:,Book Name?,Master Maths?,Replaced?,Subject(s):,Field(s):,Topic(s):,Number of Parts:,1st Stage:,1st Difficulty:,2nd Stage:,2nd Difficulty:,Contains Show/Hide Q?,Contains Single Choice Q?,Contains Multiple Choice Q?,Contains Numeric Q?,Contains Symbolic Q?,Contains Symbolic Chemistry Q?,Contains Cloze Text Q?,Contains Reorder Items Q?,Contains Graph Sketching Q?,Has Video?,Has Diagram?,Related Questions:,Related Concepts:,Notes:
Essential Pre-Uni Physics I3.5,https://isaacphysics.org/questions/phys19_i3_q5,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,1,A Level,Practice 2,-,-,N,Y,N,N,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I3.1, Essential Pre-Uni Physics I3.2, Essential Pre-Uni Physics I3.3, Essential Pre-Uni Physics I3.4, Essential Pre-Uni Physics I3.6, Essential Pre-Uni Physics I3.7, Essential Pre-Uni Physics I3.8, Essential Pre-Uni Physics I3.9",,
Essential Pre-Uni Physics I3.6,https://isaacphysics.org/questions/phys19_i3_q6,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,5,A Level,Practice 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I3.1, Essential Pre-Uni Physics I3.2, Essential Pre-Uni Physics I3.3, Essential Pre-Uni Physics I3.4, Essential Pre-Uni Physics I3.5, Essential Pre-Uni Physics I3.7, Essential Pre-Uni Physics I3.8, Essential Pre-Uni Physics I3.9",,
Essential Pre-Uni Physics I3.7,https://isaacphysics.org/questions/phys19_i3_q7,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,4,A Level,Practice 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I3.1, Essential Pre-Uni Physics I3.2, Essential Pre-Uni Physics I3.3, Essential Pre-Uni Physics I3.4, Essential Pre-Uni Physics I3.5, Essential Pre-Uni Physics I3.6, Essential Pre-Uni Physics I3.8, Essential Pre-Uni Physics I3.9",,
Essential Pre-Uni Physics I3.8,https://isaacphysics.org/questions/phys19_i3_q8,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,1,A Level,Practice 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I3.1, Essential Pre-Uni Physics I3.2, Essential Pre-Uni Physics I3.3, Essential Pre-Uni Physics I3.4, Essential Pre-Uni Physics I3.5, Essential Pre-Uni Physics I3.6, Essential Pre-Uni Physics I3.7, Essential Pre-Uni Physics I3.9",,
Essential Pre-Uni Physics I3.9,https://isaacphysics.org/questions/phys19_i3_q9,A Level Physics (3rd Edition),N,,Physics,Electricity,Capacitors,1,A Level,Practice 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics I3.1, Essential Pre-Uni Physics I3.2, Essential Pre-Uni Physics I3.3, Essential Pre-Uni Physics I3.4, Essential Pre-Uni Physics I3.5, Essential Pre-Uni Physics I3.6, Essential Pre-Uni Physics I3.7, Essential Pre-Uni Physics I3.8",,
Essential Pre-Uni Physics J1.1,https://isaacphysics.org/questions/phys19_j1_q1,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Practice 1,GCSE,Challenge 1,N,Y,N,N,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J1.2, Essential Pre-Uni Physics J1.3, Essential Pre-Uni Physics J1.4, Essential Pre-Uni Physics J1.5, Essential Pre-Uni Physics J1.6, Essential Pre-Uni Physics J1.7, Essential Pre-Uni Physics J1.8, Essential Pre-Uni Physics J1.9, Essential Pre-Uni Physics J1.10",,
Essential Pre-Uni Physics J1.10,https://isaacphysics.org/questions/phys19_j1_q10,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Practice 1,GCSE,Challenge 1,N,Y,N,N,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J1.1, Essential Pre-Uni Physics J1.2, Essential Pre-Uni Physics J1.3, Essential Pre-Uni Physics J1.4, Essential Pre-Uni Physics J1.5, Essential Pre-Uni Physics J1.6, Essential Pre-Uni Physics J1.7, Essential Pre-Uni Physics J1.8, Essential Pre-Uni Physics J1.9",,
Essential Pre-Uni Physics J1.2,https://isaacphysics.org/questions/phys19_j1_q2,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Practice 1,GCSE,Challenge 1,N,Y,N,N,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J1.1, Essential Pre-Uni Physics J1.3, Essential Pre-Uni Physics J1.4, Essential Pre-Uni Physics J1.5, Essential Pre-Uni Physics J1.6, Essential Pre-Uni Physics J1.7, Essential Pre-Uni Physics J1.8, Essential Pre-Uni Physics J1.9, Essential Pre-Uni Physics J1.10",,
Essential Pre-Uni Physics J1.3,https://isaacphysics.org/questions/phys19_j1_q3,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,2,A Level,Practice 1,GCSE,Challenge 1,N,Y,N,N,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J1.1, Essential Pre-Uni Physics J1.2, Essential Pre-Uni Physics J1.4, Essential Pre-Uni Physics J1.5, Essential Pre-Uni Physics J1.6, Essential Pre-Uni Physics J1.7, Essential Pre-Uni Physics J1.8, Essential Pre-Uni Physics J1.9, Essential Pre-Uni Physics J1.10",,
Essential Pre-Uni Physics J1.4,https://isaacphysics.org/questions/phys19_j1_q4,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Practice 1,GCSE,Challenge 1,N,Y,N,N,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J1.1, Essential Pre-Uni Physics J1.2, Essential Pre-Uni Physics J1.3, Essential Pre-Uni Physics J1.5, Essential Pre-Uni Physics J1.6, Essential Pre-Uni Physics J1.7, Essential Pre-Uni Physics J1.8, Essential Pre-Uni Physics J1.9, Essential Pre-Uni Physics J1.10",,
Essential Pre-Uni Physics J1.5,https://isaacphysics.org/questions/phys19_j1_q5,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Practice 1,GCSE,Challenge 1,N,Y,N,N,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J1.1, Essential Pre-Uni Physics J1.2, Essential Pre-Uni Physics J1.3, Essential Pre-Uni Physics J1.4, Essential Pre-Uni Physics J1.6, Essential Pre-Uni Physics J1.7, Essential Pre-Uni Physics J1.8, Essential Pre-Uni Physics J1.9, Essential Pre-Uni Physics J1.10",,
Essential Pre-Uni Physics J1.6,https://isaacphysics.org/questions/phys19_j1_q6,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Practice 1,GCSE,Challenge 1,N,Y,N,N,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J1.1, Essential Pre-Uni Physics J1.2, Essential Pre-Uni Physics J1.3, Essential Pre-Uni Physics J1.4, Essential Pre-Uni Physics J1.5, Essential Pre-Uni Physics J1.7, Essential Pre-Uni Physics J1.8, Essential Pre-Uni Physics J1.9, Essential Pre-Uni Physics J1.10",,
Essential Pre-Uni Physics J1.7,https://isaacphysics.org/questions/phys19_j1_q7,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Practice 1,GCSE,Challenge 1,N,Y,N,N,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J1.1, Essential Pre-Uni Physics J1.2, Essential Pre-Uni Physics J1.3, Essential Pre-Uni Physics J1.4, Essential Pre-Uni Physics J1.5, Essential Pre-Uni Physics J1.6, Essential Pre-Uni Physics J1.8, Essential Pre-Uni Physics J1.9, Essential Pre-Uni Physics J1.10",,
Essential Pre-Uni Physics J1.8,https://isaacphysics.org/questions/phys19_j1_q8,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Practice 1,GCSE,Challenge 1,N,Y,N,N,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J1.1, Essential Pre-Uni Physics J1.2, Essential Pre-Uni Physics J1.3, Essential Pre-Uni Physics J1.4, Essential Pre-Uni Physics J1.5, Essential Pre-Uni Physics J1.6, Essential Pre-Uni Physics J1.7, Essential Pre-Uni Physics J1.9, Essential Pre-Uni Physics J1.10",,
Essential Pre-Uni Physics J1.9,https://isaacphysics.org/questions/phys19_j1_q9,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Practice 1,GCSE,Challenge 1,N,Y,N,N,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J1.1, Essential Pre-Uni Physics J1.2, Essential Pre-Uni Physics J1.3, Essential Pre-Uni Physics J1.4, Essential Pre-Uni Physics J1.5, Essential Pre-Uni Physics J1.6, Essential Pre-Uni Physics J1.7, Essential Pre-Uni Physics J1.8, Essential Pre-Uni Physics J1.10",,
Essential Pre-Uni Physics J2.1,https://isaacphysics.org/questions/phys19_j2_q1,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J2.2, Essential Pre-Uni Physics J2.3, Essential Pre-Uni Physics J2.4, Essential Pre-Uni Physics J2.5, Essential Pre-Uni Physics J2.6, Essential Pre-Uni Physics J2.7, Essential Pre-Uni Physics J2.8, Essential Pre-Uni Physics J2.9, Essential Pre-Uni Physics J2.10",,
Essential Pre-Uni Physics J2.10,https://isaacphysics.org/questions/phys19_j2_q10,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Challenge 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J2.1, Essential Pre-Uni Physics J2.2, Essential Pre-Uni Physics J2.3, Essential Pre-Uni Physics J2.4, Essential Pre-Uni Physics J2.5, Essential Pre-Uni Physics J2.6, Essential Pre-Uni Physics J2.7, Essential Pre-Uni Physics J2.8, Essential Pre-Uni Physics J2.9",,
Essential Pre-Uni Physics J2.2,https://isaacphysics.org/questions/phys19_j2_q2,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J2.1, Essential Pre-Uni Physics J2.3, Essential Pre-Uni Physics J2.4, Essential Pre-Uni Physics J2.5, Essential Pre-Uni Physics J2.6, Essential Pre-Uni Physics J2.7, Essential Pre-Uni Physics J2.8, Essential Pre-Uni Physics J2.9, Essential Pre-Uni Physics J2.10",,
Essential Pre-Uni Physics J2.3,https://isaacphysics.org/questions/phys19_j2_q3,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J2.1, Essential Pre-Uni Physics J2.2, Essential Pre-Uni Physics J2.4, Essential Pre-Uni Physics J2.5, Essential Pre-Uni Physics J2.6, Essential Pre-Uni Physics J2.7, Essential Pre-Uni Physics J2.8, Essential Pre-Uni Physics J2.9, Essential Pre-Uni Physics J2.10",,
Essential Pre-Uni Physics J2.4,https://isaacphysics.org/questions/phys19_j2_q4,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J2.1, Essential Pre-Uni Physics J2.2, Essential Pre-Uni Physics J2.3, Essential Pre-Uni Physics J2.5, Essential Pre-Uni Physics J2.6, Essential Pre-Uni Physics J2.7, Essential Pre-Uni Physics J2.8, Essential Pre-Uni Physics J2.9, Essential Pre-Uni Physics J2.10",,
Essential Pre-Uni Physics J2.5,https://isaacphysics.org/questions/phys19_j2_q5,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J2.1, Essential Pre-Uni Physics J2.2, Essential Pre-Uni Physics J2.3, Essential Pre-Uni Physics J2.4, Essential Pre-Uni Physics J2.6, Essential Pre-Uni Physics J2.7, Essential Pre-Uni Physics J2.8, Essential Pre-Uni Physics J2.9, Essential Pre-Uni Physics J2.10",,
Essential Pre-Uni Physics J2.6,https://isaacphysics.org/questions/phys19_j2_q6,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J2.1, Essential Pre-Uni Physics J2.2, Essential Pre-Uni Physics J2.3, Essential Pre-Uni Physics J2.4, Essential Pre-Uni Physics J2.5, Essential Pre-Uni Physics J2.7, Essential Pre-Uni Physics J2.8, Essential Pre-Uni Physics J2.9, Essential Pre-Uni Physics J2.10",,
Essential Pre-Uni Physics J2.7,https://isaacphysics.org/questions/phys19_j2_q7,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J2.1, Essential Pre-Uni Physics J2.2, Essential Pre-Uni Physics J2.3, Essential Pre-Uni Physics J2.4, Essential Pre-Uni Physics J2.5, Essential Pre-Uni Physics J2.6, Essential Pre-Uni Physics J2.8, Essential Pre-Uni Physics J2.9, Essential Pre-Uni Physics J2.10",,
Essential Pre-Uni Physics J2.8,https://isaacphysics.org/questions/phys19_j2_q8,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,2,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J2.1, Essential Pre-Uni Physics J2.2, Essential Pre-Uni Physics J2.3, Essential Pre-Uni Physics J2.4, Essential Pre-Uni Physics J2.5, Essential Pre-Uni Physics J2.6, Essential Pre-Uni Physics J2.7, Essential Pre-Uni Physics J2.9, Essential Pre-Uni Physics J2.10",,
Essential Pre-Uni Physics J2.9,https://isaacphysics.org/questions/phys19_j2_q9,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Practice 2,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J2.1, Essential Pre-Uni Physics J2.2, Essential Pre-Uni Physics J2.3, Essential Pre-Uni Physics J2.4, Essential Pre-Uni Physics J2.5, Essential Pre-Uni Physics J2.6, Essential Pre-Uni Physics J2.7, Essential Pre-Uni Physics J2.8, Essential Pre-Uni Physics J2.10",,
Essential Pre-Uni Physics J3.1,https://isaacphysics.org/questions/phys19_j3_q1,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,4,A Level,Practice 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J3.2, Essential Pre-Uni Physics J3.3, Essential Pre-Uni Physics J3.4, Essential Pre-Uni Physics J3.5, Essential Pre-Uni Physics J3.6, Essential Pre-Uni Physics J3.7, Essential Pre-Uni Physics J3.8, Essential Pre-Uni Physics J3.9",,
Essential Pre-Uni Physics J3.2,https://isaacphysics.org/questions/phys19_j3_q2,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,4,A Level,Practice 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J3.1, Essential Pre-Uni Physics J3.3, Essential Pre-Uni Physics J3.4, Essential Pre-Uni Physics J3.5, Essential Pre-Uni Physics J3.6, Essential Pre-Uni Physics J3.7, Essential Pre-Uni Physics J3.8, Essential Pre-Uni Physics J3.9",,
Essential Pre-Uni Physics J3.3,https://isaacphysics.org/questions/phys19_j3_q3,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,4,A Level,Practice 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J3.1, Essential Pre-Uni Physics J3.2, Essential Pre-Uni Physics J3.4, Essential Pre-Uni Physics J3.5, Essential Pre-Uni Physics J3.6, Essential Pre-Uni Physics J3.7, Essential Pre-Uni Physics J3.8, Essential Pre-Uni Physics J3.9",,
Essential Pre-Uni Physics J3.4,https://isaacphysics.org/questions/phys19_j3_q4,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,4,A Level,Practice 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J3.1, Essential Pre-Uni Physics J3.2, Essential Pre-Uni Physics J3.3, Essential Pre-Uni Physics J3.5, Essential Pre-Uni Physics J3.6, Essential Pre-Uni Physics J3.7, Essential Pre-Uni Physics J3.8, Essential Pre-Uni Physics J3.9",,
Essential Pre-Uni Physics J3.5,https://isaacphysics.org/questions/phys19_j3_q5,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Practice 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J3.1, Essential Pre-Uni Physics J3.2, Essential Pre-Uni Physics J3.3, Essential Pre-Uni Physics J3.4, Essential Pre-Uni Physics J3.6, Essential Pre-Uni Physics J3.7, Essential Pre-Uni Physics J3.8, Essential Pre-Uni Physics J3.9",,
Essential Pre-Uni Physics J3.6,https://isaacphysics.org/questions/phys19_j3_q6,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Practice 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J3.1, Essential Pre-Uni Physics J3.2, Essential Pre-Uni Physics J3.3, Essential Pre-Uni Physics J3.4, Essential Pre-Uni Physics J3.5, Essential Pre-Uni Physics J3.7, Essential Pre-Uni Physics J3.8, Essential Pre-Uni Physics J3.9",,
Essential Pre-Uni Physics J3.7,https://isaacphysics.org/questions/phys19_j3_q7,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,2,A Level,Practice 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J3.1, Essential Pre-Uni Physics J3.2, Essential Pre-Uni Physics J3.3, Essential Pre-Uni Physics J3.4, Essential Pre-Uni Physics J3.5, Essential Pre-Uni Physics J3.6, Essential Pre-Uni Physics J3.8, Essential Pre-Uni Physics J3.9",,
Essential Pre-Uni Physics J3.8,https://isaacphysics.org/questions/phys19_j3_q8,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Challenge 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J3.1, Essential Pre-Uni Physics J3.2, Essential Pre-Uni Physics J3.3, Essential Pre-Uni Physics J3.4, Essential Pre-Uni Physics J3.5, Essential Pre-Uni Physics J3.6, Essential Pre-Uni Physics J3.7, Essential Pre-Uni Physics J3.9",,
Essential Pre-Uni Physics J3.9,https://isaacphysics.org/questions/phys19_j3_q9,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Challenge 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J3.1, Essential Pre-Uni Physics J3.2, Essential Pre-Uni Physics J3.3, Essential Pre-Uni Physics J3.4, Essential Pre-Uni Physics J3.5, Essential Pre-Uni Physics J3.6, Essential Pre-Uni Physics J3.7, Essential Pre-Uni Physics J3.8",,
Essential Pre-Uni Physics J4.1,https://isaacphysics.org/questions/phys19_j4_q1,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Practice 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J4.2, Essential Pre-Uni Physics J4.3, Essential Pre-Uni Physics J4.4, Essential Pre-Uni Physics J4.5, Essential Pre-Uni Physics J4.6, Essential Pre-Uni Physics J4.7, Essential Pre-Uni Physics J4.8",,
Essential Pre-Uni Physics J4.2,https://isaacphysics.org/questions/phys19_j4_q2,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Practice 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J4.1, Essential Pre-Uni Physics J4.3, Essential Pre-Uni Physics J4.4, Essential Pre-Uni Physics J4.5, Essential Pre-Uni Physics J4.6, Essential Pre-Uni Physics J4.7, Essential Pre-Uni Physics J4.8",,
Essential Pre-Uni Physics J4.3,https://isaacphysics.org/questions/phys19_j4_q3,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Practice 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J4.1, Essential Pre-Uni Physics J4.2, Essential Pre-Uni Physics J4.4, Essential Pre-Uni Physics J4.5, Essential Pre-Uni Physics J4.6, Essential Pre-Uni Physics J4.7, Essential Pre-Uni Physics J4.8",,
Essential Pre-Uni Physics J4.4,https://isaacphysics.org/questions/phys19_j4_q4,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Practice 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J4.1, Essential Pre-Uni Physics J4.2, Essential Pre-Uni Physics J4.3, Essential Pre-Uni Physics J4.5, Essential Pre-Uni Physics J4.6, Essential Pre-Uni Physics J4.7, Essential Pre-Uni Physics J4.8",,
Essential Pre-Uni Physics J4.5,https://isaacphysics.org/questions/phys19_j4_q5,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Practice 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J4.1, Essential Pre-Uni Physics J4.2, Essential Pre-Uni Physics J4.3, Essential Pre-Uni Physics J4.4, Essential Pre-Uni Physics J4.6, Essential Pre-Uni Physics J4.7, Essential Pre-Uni Physics J4.8",,
Essential Pre-Uni Physics J4.6,https://isaacphysics.org/questions/phys19_j4_q6,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,1,A Level,Practice 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J4.1, Essential Pre-Uni Physics J4.2, Essential Pre-Uni Physics J4.3, Essential Pre-Uni Physics J4.4, Essential Pre-Uni Physics J4.5, Essential Pre-Uni Physics J4.7, Essential Pre-Uni Physics J4.8",,
Essential Pre-Uni Physics J4.7,https://isaacphysics.org/questions/phys19_j4_q7,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,2,A Level,Practice 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J4.1, Essential Pre-Uni Physics J4.2, Essential Pre-Uni Physics J4.3, Essential Pre-Uni Physics J4.4, Essential Pre-Uni Physics J4.5, Essential Pre-Uni Physics J4.6, Essential Pre-Uni Physics J4.8",,
Essential Pre-Uni Physics J4.8,https://isaacphysics.org/questions/phys19_j4_q8,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Nuclear,2,A Level,Practice 3,-,-,N,N,N,Y,N,N,N,N,N,Y,N,"Essential Pre-Uni Physics J4.1, Essential Pre-Uni Physics J4.2, Essential Pre-Uni Physics J4.3, Essential Pre-Uni Physics J4.4, Essential Pre-Uni Physics J4.5, Essential Pre-Uni Physics J4.6, Essential Pre-Uni Physics J4.7",,
Essential Pre-Uni Physics K1.1,https://isaacphysics.org/questions/phys19_k1_q1,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Wave Motion,3,A Level,Practice 1,-,-,N,N,N,Y,N,N,N,N,N,N,N,"Essential Pre-Uni Physics K1.2, Essential Pre-Uni Physics K1.3, Essential Pre-Uni Physics K1.4, Essential Pre-Uni Physics K1.5, Essential Pre-Uni Physics K1.6, Essential Pre-Uni Physics K1.7",,
Essential Pre-Uni Physics K1.2,https://isaacphysics.org/questions/phys19_k1_q2,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Wave Motion,3,A Level,Practice 1,-,-,N,N,N,Y,N,N,N,N,N,N,N,"Essential Pre-Uni Physics K1.1, Essential Pre-Uni Physics K1.3, Essential Pre-Uni Physics K1.4, Essential Pre-Uni Physics K1.5, Essential Pre-Uni Physics K1.6, Essential Pre-Uni Physics K1.7",,
Essential Pre-Uni Physics K1.3,https://isaacphysics.org/questions/phys19_k1_q3,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Wave Motion,3,A Level,Practice 1,-,-,N,N,N,Y,N,N,N,N,N,N,N,"Essential Pre-Uni Physics K1.1, Essential Pre-Uni Physics K1.2, Essential Pre-Uni Physics K1.4, Essential Pre-Uni Physics K1.5, Essential Pre-Uni Physics K1.6, Essential Pre-Uni Physics K1.7",,
Essential Pre-Uni Physics K1.4,https://isaacphysics.org/questions/phys19_k1_q4,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Wave Motion,3,A Level,Practice 1,-,-,N,N,N,Y,N,N,N,N,N,N,N,"Essential Pre-Uni Physics K1.1, Essential Pre-Uni Physics K1.2, Essential Pre-Uni Physics K1.3, Essential Pre-Uni Physics K1.5, Essential Pre-Uni Physics K1.6, Essential Pre-Uni Physics K1.7",,
Essential Pre-Uni Physics K1.5,https://isaacphysics.org/questions/phys19_k1_q5,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Wave Motion,3,A Level,Practice 1,-,-,N,N,N,Y,N,N,N,N,N,N,N,"Essential Pre-Uni Physics K1.1, Essential Pre-Uni Physics K1.2, Essential Pre-Uni Physics K1.3, Essential Pre-Uni Physics K1.4, Essential Pre-Uni Physics K1.6, Essential Pre-Uni Physics K1.7",,
Essential Pre-Uni Physics K1.6,https://isaacphysics.org/questions/phys19_k1_q6,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Wave Motion,2,A Level,Challenge 1,-,-,N,N,N,Y,N,N,N,N,N,N,N,"Essential Pre-Uni Physics K1.1, Essential Pre-Uni Physics K1.2, Essential Pre-Uni Physics K1.3, Essential Pre-Uni Physics K1.4, Essential Pre-Uni Physics K1.5, Essential Pre-Uni Physics K1.7",,
Essential Pre-Uni Physics K1.7,https://isaacphysics.org/questions/phys19_k1_q7,A Level Physics (3rd Edition),N,,Physics,Waves & Particles,Wave Motion,3,A Level,Challenge 1,-,-,N,N,N,Y,N,N,N,N,N,N,N,"Essential Pre-Uni Physics K1.1, Essential Pre-Uni Physics K1.2, Essential Pre-Uni Physics K1.3, Essential Pre-Uni Physics K1.4, Essential Pre-Uni Physics K1.5, Essential Pre-Uni Physics K1.6",,
