"File created on Wednesday, 3rd May 2017.",,,,,,,,,,,,,,,,,,,,,
Question Name,URL:,Replaced?,Book Name,"University Preparation? (FastTrack)",Subject,Level,Field,Topic,Lesson,Pre-made Board,Number of Parts,Contains Show/Hide Q?,Contains Multi Choice Q?,Contains Numeric Q?,Contains Symbolic Q?,Has Hints?,Has Video?,Has Diagram?,Related Concepts,Related Questions,Notes
D3.6,https://isaacphysics.org/questions/chem_16_d3_6,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"A Power Problem, Batteries and Resistors in Parallel, Bulbs and Power, Odd Potential Difference, Power in Resistors",
D3.7,https://isaacphysics.org/questions/chem_16_d3_7,,Chemistry A-Level,N,Chemistry,,,,,,1,N,Y,N,N,N,N,N,,"Batteries and Resistors in Parallel, Current between Resistors, Measuring Resistances, Point of No Return",
D3.8,https://isaacphysics.org/questions/chem_16_d3_8,,Chemistry A-Level,N,Chemistry,,,,,,1,N,Y,N,N,N,N,N,,"Camera Lens, Corner Retroreflector, Floating on Mercury, Light Up A Mirror, Patch of Light, Rayleigh Scattering",
D3.9,https://isaacphysics.org/questions/chem_16_d3_9,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Changing Perspective, Compound Microscope, Moving Object, Objects and Images, Off the Optical Axis, Optical Path Difference, Triple Trouble, Two Lens Microscope",
D4.1,https://isaacphysics.org/questions/chem_16_d4_1,,Chemistry A-Level,N,Chemistry,,,,,,10,N,Y,N,N,N,N,N,,"Camera Lens, Changing Perspective, Moving Object, Objects and Images, Off the Optical Axis, Optical Path Difference, Triple Trouble, Two Lens Microscope",
D4.2,https://isaacphysics.org/questions/chem_16_d4_2,,Chemistry A-Level,N,Chemistry,,,,,,12,N,N,Y,N,N,N,N,,"Camera Lens, Changing Perspective, Compound Microscope, Objects and Images, Off the Optical Axis, Optical Path Difference, Triple Trouble, Two Lens Microscope",
D4.3,https://isaacphysics.org/questions/chem_16_d4_3,,Chemistry A-Level,N,Chemistry,,,,,,22,N,N,Y,Y,N,N,N,,"Camera Lens, Changing Perspective, Compound Microscope, Moving Object, Objects and Images, Off the Optical Axis, Optical Path Difference, Periscope, Two Lens Microscope",
D4.4,https://isaacphysics.org/questions/chem_16_d4_4,,Chemistry A-Level,N,Chemistry,,,,,,12,N,N,Y,Y,N,N,N,,"Camera Lens, Changing Perspective, Compound Microscope, Moving Object, Objects and Images, Off the Optical Axis, Optical Path Difference, Triple Trouble",
E.1,https://isaacphysics.org/questions/chem_16_e_1,,Chemistry A-Level,N,Chemistry,,,,,,5,N,N,Y,N,N,N,N,,"Camera Lens, Compound Microscope, Moving Object, Objects and Images, Optical Path Difference, Parabolic mirror, Triple Trouble, Two Lens Microscope",
E.2,https://isaacphysics.org/questions/chem_16_e_2,,Chemistry A-Level,N,Chemistry,,,,,,5,N,N,Y,N,N,N,N,,"Camera Lens, Changing Perspective, Compound Microscope, Moving Object, Off the Optical Axis, Optical Path Difference, Parabolic mirror, Triple Trouble, Two Lens Microscope",
E.3,https://isaacphysics.org/questions/chem_16_e_3,,Chemistry A-Level,N,Chemistry,,,,,,5,N,N,Y,N,N,N,N,,"Camera Lens, Changing Perspective, Compound Microscope, Moving Object, Objects and Images, Parabolic mirror, Triple Trouble, Two Lens Microscope",
E.4,https://isaacphysics.org/questions/chem_16_e_4,,Chemistry A-Level,N,Chemistry,,,,,,7,N,Y,N,N,N,N,N,,"Birefringence, Camera Lens, Changing Perspective, Compound Microscope, Deriving the Lensmaker's Equation, Fermat's (last?) cocktail, Light Through Plastic, Microscope Slide, Moving Object, Objects and Images, Off the Optical Axis, Thin Film Colour, Triple Trouble, Two Lens Microscope, Wax Prism",
E.5,https://isaacphysics.org/questions/chem_16_e_5,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,N,Y,N,N,N,,"The Lift, What Goes Up...",
F1.1,https://isaacphysics.org/questions/chem_16_f1_1,,Chemistry A-Level,N,Chemistry,,,,,,9,N,N,Y,N,N,N,N,,"A Metal Block, Powering Up, Spinning on a Table",
F1.10,https://isaacphysics.org/questions/chem_16_f1_10,,Chemistry A-Level,N,Chemistry,,,,,,3,N,N,N,Y,N,N,N,,"Powering Up, Rising Hoop",
F1.2,https://isaacphysics.org/questions/chem_16_f1_2,,Chemistry A-Level,N,Chemistry,,,,,,7,N,N,Y,N,N,N,N,,,
F1.3,https://isaacphysics.org/questions/chem_16_f1_3,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
F1.4,https://isaacphysics.org/questions/chem_16_f1_4,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
F1.5,https://isaacphysics.org/questions/chem_16_f1_5,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
F1.6,https://isaacphysics.org/questions/chem_16_f1_6,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
F1.7,https://isaacphysics.org/questions/chem_16_f1_7,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Current of an Orbiting Electron, Drift Velocity, Electrons Orbiting the Earth, Metal Squares, Resistance Loop",
F1.8,https://isaacphysics.org/questions/chem_16_f1_8,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Conductivity, Drift Velocity, Electron Current, Microscopic Current, Resistance Loop",
F1.9,https://isaacphysics.org/questions/chem_16_f1_9,,Chemistry A-Level,N,Chemistry,,,,,,6,N,N,Y,Y,N,N,N,,"A Simple Pendulum, Moments of Inertia, T Shaped Pendulum",
F2.1,https://isaacphysics.org/questions/chem_16_f2_1,,Chemistry A-Level,N,Chemistry,,,,,,10,N,N,Y,N,N,N,N,," A Toboggan, A Well, Firing a Cannonball, The Lift, Tug o' War, Two Cubes",
F2.2,https://isaacphysics.org/questions/chem_16_f2_2,,Chemistry A-Level,N,Chemistry,,,,,,5,N,N,Y,N,N,N,N,,"A Coiled Rope, Braking a Car, On Ice, Two Particles on a String",
F2.3,https://isaacphysics.org/questions/chem_16_f2_3,,Chemistry A-Level,N,Chemistry,,,,,,3,N,N,Y,N,N,N,N,,"A Coiled Rope, Lifting a Rod, Powerful Stuff",
F2.4,https://isaacphysics.org/questions/chem_16_f2_4,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Newton III, Parachuting to Earth, Two Cubes",
F3.1,https://isaacphysics.org/questions/chem_16_f3_1,,Chemistry A-Level,N,Chemistry,,,,,,8,N,N,Y,N,N,N,N,,"Heating a Wire, Melting a Snowman, Non-linear I-V",
F3.2,https://isaacphysics.org/questions/chem_16_f3_2,,Chemistry A-Level,N,Chemistry,,,,,,8,N,N,Y,N,N,N,N,,"Cells in Reverse, Melting a Snowman, Motor Efficiency, Resistors in Parallel, Series Resistors",
F3.3,https://isaacphysics.org/questions/chem_16_f3_3,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Bulbs and Power, Power Limited Resistors, Power in Resistors, Resistance and Power",
F3.4,https://isaacphysics.org/questions/chem_16_f3_4,,Chemistry A-Level,N,Chemistry,,,,,,10,N,N,Y,N,N,N,N,,"Bulbs and Power, Power Limited Resistors, Power in Resistors, Resistance and Power",
F4.1,https://isaacphysics.org/questions/chem_16_f4_1,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
F4.2,https://isaacphysics.org/questions/chem_16_f4_2,,Chemistry A-Level,N,Chemistry,,,,,,2,N,Y,Y,N,N,N,N,,,
F4.3,https://isaacphysics.org/questions/chem_16_f4_3,,Chemistry A-Level,N,Chemistry,,,,,,5,N,N,Y,N,N,N,N,,"Absent Reflection, Air Sandwich, Smoothness Test, X-ray Crystallography",
F4.4,https://isaacphysics.org/questions/chem_16_f4_4,,Chemistry A-Level,N,Chemistry,,,,,,6,N,N,Y,Y,N,N,N,,"Electron Beam, Energy Levels, Light Pressure, Light on Surfaces, The Photoelectric Effect, X-ray Production",
F4.5,https://isaacphysics.org/questions/chem_16_f4_5,,Chemistry A-Level,N,Chemistry,,,,,,9,N,Y,N,N,N,N,N,,"Birefringence, Polarised Power",
F4.6,https://isaacphysics.org/questions/chem_16_f4_6,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Birefringence, Polarised Power, Polaroid",
G1.1,https://isaacphysics.org/questions/chem_16_g1_1,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Light Has the Power, Polarising View, Polaroid",
G1.10,https://isaacphysics.org/questions/chem_16_g1_10,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"The Lift, Walking up a Hill",
G1.2,https://isaacphysics.org/questions/chem_16_g1_2,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Lighting a Lamp, Melting a Snowman, Power Loss in Cables, Saving Money, Which Fuse to Use",
G1.3,https://isaacphysics.org/questions/chem_16_g1_3,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Lighting a Lamp, Melting a Snowman, Motor Efficiency, Power Loss in Cables, Which Fuse to Use",
G1.4,https://isaacphysics.org/questions/chem_16_g1_4,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Electron Current, Metal Squares, Microscopic Current, Resistance Loop",
G1.5,https://isaacphysics.org/questions/chem_16_g1_5,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
G1.6,https://isaacphysics.org/questions/chem_16_g1_6,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
G1.7,https://isaacphysics.org/questions/chem_16_g1_7,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
G1.8,https://isaacphysics.org/questions/chem_16_g1_8,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
G1.9,https://isaacphysics.org/questions/chem_16_g1_9,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
G2.1,https://isaacphysics.org/questions/chem_16_g2_1,,Chemistry A-Level,N,Chemistry,,,,,,5,N,N,Y,N,N,N,N,,,
G2.2,https://isaacphysics.org/questions/chem_16_g2_2,,Chemistry A-Level,N,Chemistry,,,,,,5,N,N,Y,N,N,N,N,,,
G2.3,https://isaacphysics.org/questions/chem_16_g2_3,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
G2.4,https://isaacphysics.org/questions/chem_16_g2_4,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
G2.5,https://isaacphysics.org/questions/chem_16_g2_5,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
G2.6,https://isaacphysics.org/questions/chem_16_g2_6,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
G2.7,https://isaacphysics.org/questions/chem_16_g2_7,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
H1.1,https://isaacphysics.org/questions/chem_16_h1_1,,Chemistry A-Level,N,Chemistry,,,,,,1,N,Y,N,N,N,N,N,,,
H1.10,https://isaacphysics.org/questions/chem_16_h1_10,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
H1.2,https://isaacphysics.org/questions/chem_16_h1_2,,Chemistry A-Level,N,Chemistry,,,,,,5,N,N,Y,N,N,N,N,,,
H1.3,https://isaacphysics.org/questions/chem_16_h1_3,,Chemistry A-Level,N,Chemistry,,,,,,3,N,N,Y,N,N,N,N,,,
H1.4,https://isaacphysics.org/questions/chem_16_h1_4,,Chemistry A-Level,N,Chemistry,,,,,,4,N,N,Y,N,N,N,N,,,
H1.5,https://isaacphysics.org/questions/chem_16_h1_5,,Chemistry A-Level,N,Chemistry,,,,,,4,N,N,Y,N,N,N,N,,,
H1.6,https://isaacphysics.org/questions/chem_16_h1_6,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
H1.7,https://isaacphysics.org/questions/chem_16_h1_7,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
H1.8,https://isaacphysics.org/questions/chem_16_h1_8,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
H1.9,https://isaacphysics.org/questions/chem_16_h1_9,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Deriving the Lensmaker's Equation, Floating on Mercury, Light Through Plastic, Light in the Atmosphere, Twice Refracted, Vanishing Light, Wax Prism",
H2.10,https://isaacphysics.org/questions/chem_16_h2_10,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Deriving the Lensmaker's Equation, Optical Dipstick, Refractive Index, The Anglerfish, Wax Prism",
H2.2,https://isaacphysics.org/questions/chem_16_h2_2,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Deriving the Lensmaker's Equation, Floating on Mercury, Light Through Plastic, Redirecting Waves, The Light Pipe, Through the Looking Glass, Wax Prism",
H2.3,https://isaacphysics.org/questions/chem_16_h2_3,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Deriving the Lensmaker's Equation, Light Through Plastic, Light in the Atmosphere, Mirage, Periscope, Refractive Index, The Anglerfish",
H2.4,https://isaacphysics.org/questions/chem_16_h2_4,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Cat's Eye, Deriving the Lensmaker's Equation, Mirage, Optical Dipstick, Perpendicular Rays, Prism Deviations, Seeing Double",
H2.5,https://isaacphysics.org/questions/chem_16_h2_5,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Cat's Eye, Deriving the Lensmaker's Equation, Floating on Mercury, Moon Halo, Off the Optical Axis, Prism Deviations, The Light Pipe, Through the Looking Glass",
H2.6,https://isaacphysics.org/questions/chem_16_h2_6,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Cat's Eye, Deriving the Lensmaker's Equation, Floating on Mercury, Moon Halo, Off the Optical Axis, Prism Deviations, The Light Pipe, Through the Looking Glass",
H2.7,https://isaacphysics.org/questions/chem_16_h2_7,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Corner Retroreflector, Deriving the Lensmaker's Equation, Illuminated Pond, Mirage, Optical Dipstick, Periscope, Perpendicular Rays, Seeing Double, Through the Looking Glass",
H2.8,https://isaacphysics.org/questions/chem_16_h2_8,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Cat's Eye, Deriving the Lensmaker's Equation, Fermat's (last?) cocktail, Floating on Mercury, Light Through Plastic, Mirage, Optical Dipstick, Periscope, Perpendicular Rays, The Light Pipe",
H2.9,https://isaacphysics.org/questions/chem_16_h2_9,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Diffraction in Paraffin, Travelling vs. Standing",
H3.1,https://isaacphysics.org/questions/chem_16_h3_1,,Chemistry A-Level,N,Chemistry,,,,,,4,N,N,Y,N,N,N,N,,"Diffraction in Paraffin, Travelling vs. Standing",
H3.2,https://isaacphysics.org/questions/chem_16_h3_2,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Cosmic Reflection, Don't Bragg, Microscope Slide, Smoothness Test, Thin Film Colour",
H3.3,https://isaacphysics.org/questions/chem_16_h3_3,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Cosmic Reflection, Don't Bragg, Microscope Slide, Smoothness Test, Thin Film Colour",
H3.4,https://isaacphysics.org/questions/chem_16_h3_4,,Chemistry A-Level,N,Chemistry,,,,,,4,N,N,Y,N,N,N,N,,"Air Sandwich, Don't Bragg, Microscope Slide, Thin Film Colour",
H3.5,https://isaacphysics.org/questions/chem_16_h3_5,,Chemistry A-Level,N,Chemistry,,,,,,2,N,N,Y,N,N,N,N,,"Cosmic Reflection, Microscope Slide, Optical Path Difference, Smoothness Test, Sounding Good, Thin Film Colour, Two Material Interferometer",
H3.6,https://isaacphysics.org/questions/chem_16_h3_6,,Chemistry A-Level,N,Chemistry,,,,,,3,N,N,Y,N,N,N,N,,"Absent Reflection, Air Sandwich, Microscope Slide, Sounding Good, Two Material Interferometer",
H3.7,https://isaacphysics.org/questions/chem_16_h3_7,,Chemistry A-Level,N,Chemistry,,,,,,4,N,Y,Y,N,N,N,N,,"Absent Reflection, Air Sandwich, Don't Bragg, Microscope Slide, Optical Path Difference, Smoothness Test",
H3.8,https://isaacphysics.org/questions/chem_16_h3_8,,Chemistry A-Level,N,Chemistry,,,,,,2,N,N,Y,N,N,N,N,,"Deriving the Lensmaker's Equation, Floating on Mercury, Light in the Atmosphere, Mirage, Optical Dipstick, Optical Path Difference, Periscope, Refractive Index, The Anglerfish, Through the Looking Glass",
H3.9,https://isaacphysics.org/questions/chem_16_h3_9,,Chemistry A-Level,N,Chemistry,,,,,,2,N,N,Y,N,N,N,N,,"Cat's Eye, Optical Path Difference, Through the Looking Glass",
I1.1,https://isaacphysics.org/questions/chem_16_i1_1,,Chemistry A-Level,N,Chemistry,,,,,,4,N,N,N,Y,N,N,N,,"Cat's Eye, Deriving the Lensmaker's Equation, Floating on Mercury, Light in the Atmosphere, Moon Halo, Optical Dipstick, Optical Path Difference, Periscope, Perpendicular Rays, Refractive Index, The Anglerfish, The Light Pipe, Twice Refracted, Vanishing Light",
I1.2,https://isaacphysics.org/questions/chem_16_i1_2,,Chemistry A-Level,N,Chemistry,,,,,,3,N,N,N,Y,N,N,N,,"Deriving the Lensmaker's Equation, Light Through Plastic, Light in the Atmosphere, Optical Dipstick, The Anglerfish, Twice Refracted, Vanishing Light",
I1.3,https://isaacphysics.org/questions/chem_16_i1_3,,Chemistry A-Level,N,Chemistry,,,,,,7,N,N,Y,N,N,N,N,,"Redirecting Waves, Refractive Index, Ripple Tank, The Anglerfish, Waves on a Beach",
I1.4,https://isaacphysics.org/questions/chem_16_i1_4,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Absent Reflection, Cosmic Reflection, Optical Path Difference, Smoothness Test, Sounding Good, Thin Film Colour, Two Material Interferometer",
I1.5,https://isaacphysics.org/questions/chem_16_i1_5,,Chemistry A-Level,N,Chemistry,,,,,,5,N,N,Y,N,N,N,N,,"Deriving the Lensmaker's Equation, Light Through Plastic, The Anglerfish, Twice Refracted, Vanishing Light, Wax Prism",
I1.6,https://isaacphysics.org/questions/chem_16_i1_6,,Chemistry A-Level,N,Chemistry,,,,,,12,N,N,Y,N,N,N,N,,"Cat's Eye, Floating on Mercury, Light Through Plastic, Light in the Atmosphere, Mirage, Moon Halo, Optical Dipstick, Parabolic mirror, Periscope, Perpendicular Rays, Prism Deviations, Refractive Index, The Anglerfish, The Light Pipe, Through the Looking Glass, Twice Refracted, Vanishing Light, Wax Prism",
I1.7,https://isaacphysics.org/questions/chem_16_i1_7,,Chemistry A-Level,N,Chemistry,,,,,,1,N,Y,N,N,N,N,N,,"Collecting Light in a Funnel, Floating on Mercury, Off the Optical Axis, Patch of Light, Periscope, Seeing Double, The Light Pipe, Through the Looking Glass, Walking past a window",
I1.8,https://isaacphysics.org/questions/chem_16_i1_8,,Chemistry A-Level,N,Chemistry,,,,,,6,N,Y,Y,N,N,N,N,,"Corner Retroreflector, Deriving the Lensmaker's Equation, Fermat's (last?) cocktail, Illuminated Pond, Moon Halo, Off the Optical Axis, Optical Path Difference, Parabolic mirror, Perpendicular Rays, Prism Deviations, Seeing Double, Through the Looking Glass",
I2.1,https://isaacphysics.org/questions/chem_16_i2_1,,Chemistry A-Level,N,Chemistry,,,,,,4,N,N,Y,N,N,N,N,,"Cosmic Reflection, Microscope Slide, Modified Double Slit, Optical Path Difference, Single Slit Diffraction",
I2.10,https://isaacphysics.org/questions/chem_16_i2_10,,Chemistry A-Level,N,Chemistry,,,,,,4,N,Y,Y,N,N,N,N,,"Body Resistance, Conveying Current, Metal Squares, Which Fuse to Use",
I2.2,https://isaacphysics.org/questions/chem_16_i2_2,,Chemistry A-Level,N,Chemistry,,,,,,3,N,Y,Y,N,N,N,N,,"Bulbs and Power, Current in Parallel Resistors, Equivalent Resistance, Odd Potential Difference, Rambunctious Resistors",
I2.4,https://isaacphysics.org/questions/chem_16_i2_4,,Chemistry A-Level,N,Chemistry,,,,,,10,N,N,Y,N,N,N,N,,"Bulbs and Power, Current in Parallel Resistors, Equivalent Resistance, Odd Potential Difference, Rambunctious Resistors",
I2.5,https://isaacphysics.org/questions/chem_16_i2_5,,Chemistry A-Level,N,Chemistry,,,,,,5,N,Y,Y,N,N,N,N,,"Current and Resistance, Odd Potential Difference, Power in Resistors, Rambunctious Resistors, Resistors with Tolerance",
I2.6,https://isaacphysics.org/questions/chem_16_i2_6,,Chemistry A-Level,N,Chemistry,,,,,,2,N,N,Y,N,N,N,N,,"Current between Resistors, Equivalent Resistance, Rambunctious Resistors, Resistance Loop",
I2.7,https://isaacphysics.org/questions/chem_16_i2_7,,Chemistry A-Level,N,Chemistry,,,,,,3,N,N,Y,N,N,N,N,,"Ammeter Sensitivity, Range of Related Resistors, Resistors in Parallel and Series, Vital Voltmeters",
I2.8,https://isaacphysics.org/questions/chem_16_i2_8,,Chemistry A-Level,N,Chemistry,,,,,,1,N,Y,N,N,N,N,N,,"Current and Resistance, Equivalent Resistance, Power Limited Resistors, Resistors in Parallel and Series, Voltage Measurement",
I2.9,https://isaacphysics.org/questions/chem_16_i2_9,,Chemistry A-Level,N,Chemistry,,,,,,11,N,N,Y,N,N,N,N,,"A Power Problem, Equivalent Resistance, Equivalent Resistors, Pascal's Resistors",
I3.1,https://isaacphysics.org/questions/chem_16_i3_1,,Chemistry A-Level,N,Chemistry,,,,,,2,N,N,Y,N,N,N,N,,"Batteries in Parallel, Current and Resistance, Equivalent Resistance, Rambunctious Resistors, Range of Related Resistors",
I3.10,https://isaacphysics.org/questions/chem_16_i3_10,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"A Diode Divider, Point of No Return, Voltage Measurement",
I3.2,https://isaacphysics.org/questions/chem_16_i3_2,,Chemistry A-Level,N,Chemistry,,,,,,2,N,N,Y,N,N,N,N,,"Equivalent Resistance, Equivalent Resistors, Infinite Resistors, Rambunctious Resistors",
I3.3,https://isaacphysics.org/questions/chem_16_i3_3,,Chemistry A-Level,N,Chemistry,,,,,,2,N,Y,N,N,N,N,N,,"Current in Parallel Resistors, Fuse and Resistors in Series, Heating an Electric Fire, Power in Resistors, Resistors in Parallel and Series, Series Resistors",
I3.4,https://isaacphysics.org/questions/chem_16_i3_4,,Chemistry A-Level,N,Chemistry,,,,,,2,N,N,Y,N,N,N,N,,"Infinite Resistors, Power Limited Resistors, Resistance and Power",
I3.5,https://isaacphysics.org/questions/chem_16_i3_5,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"A Power Problem, Pascal's Resistors, Power Limited Resistors, Resistance and Power",
I3.6,https://isaacphysics.org/questions/chem_16_i3_6,,Chemistry A-Level,N,Chemistry,,,,,,2,N,N,Y,N,N,N,N,,"Exponential I-V, Heating a Wire, Old Light Bulbs, Rambunctious Resistors",
I3.7,https://isaacphysics.org/questions/chem_16_i3_7,,Chemistry A-Level,N,Chemistry,,,,,,3,N,N,Y,N,N,N,N,,"Finding Internal Resistance, Power in Resistors, Resistors in Parallel and Series, Resistors with Tolerance",
I3.8,https://isaacphysics.org/questions/chem_16_i3_8,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Bulbs and Power, Making Bulbs Brighter, Power in Resistors, Resistors in Parallel",
I3.9,https://isaacphysics.org/questions/chem_16_i3_9,,Chemistry A-Level,N,Chemistry,,,,,,3,N,N,Y,N,N,N,N,,"Batteries and Resistors in Parallel, Power Loss in Cables, Power of a Light Bulb, Range of Related Resistors, Resistor for LED Circuit, Resistors in Parallel, Resistors in Parallel and Series, Series Resistors",
I4.1,https://isaacphysics.org/questions/chem_16_i4_1,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Current between Resistors, Drift Velocity, Metal Squares, Odd Potential Difference",
I4.10,https://isaacphysics.org/questions/chem_16_i4_10,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
I4.2,https://isaacphysics.org/questions/chem_16_i4_2,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
I4.3,https://isaacphysics.org/questions/chem_16_i4_3,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
I4.4,https://isaacphysics.org/questions/chem_16_i4_4,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,,
I4.5,https://isaacphysics.org/questions/chem_16_i4_5,,Chemistry A-Level,N,Chemistry,,,,,,5,N,N,Y,N,N,N,N,,,
I4.6,https://isaacphysics.org/questions/chem_16_i4_6,,Chemistry A-Level,N,Chemistry,,,,,,2,N,N,Y,N,N,N,N,,,
I4.7,https://isaacphysics.org/questions/chem_16_i4_7,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Mass on a Horizontal Spring, Safe Passage",
I4.8,https://isaacphysics.org/questions/chem_16_i4_8,,Chemistry A-Level,N,Chemistry,,,,,,3,N,N,Y,N,N,N,N,,"Mass on a Horizontal Spring, Safe Passage",
I4.9,https://isaacphysics.org/questions/chem_16_i4_9,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"A Simple Pendulum, Launching a Rocket, T Shaped Pendulum, Thunder Cloud",
I5.1,https://isaacphysics.org/questions/chem_16_i5_1,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"Mass on a Horizontal Spring, Safe Passage",
I5.10,https://isaacphysics.org/questions/chem_16_i5_10,,Chemistry A-Level,N,Chemistry,,,,,,1,N,N,Y,N,N,N,N,,"A Ballistic Pendulum, A Simple Pendulum, T Shaped Pendulum",
