"File created on Wednesday, 25th November 2020.",,,,,,,,,,,,,,,,,,,,,
This information is provided as is. Please let us know of any mistakes or inaccuracies.,,,,,,,,,,,,,,,,,,,,,
Question Name:,URL:,Book Name?,Master Maths?,Replaced?,Subject:,Level:,Field:,Topic:,Number of Parts:,Contains Show/Hide Q?,Contains Multi Choice Q?,Contains Numeric Q?,Contains Symbolic Q?,Has Hints?,Has Video?,Has Diagram?,Required Practical,Related Questions:,Related Concepts:,Detailed Concept Sections:,Notes:
Periscope,https://isaacphysics.org/questions/periscope,,N,,Physics,3,Waves,Optics,2,N,Y,Y,N,Y,Y,Y,,"Cat's Eye, Deriving the Lensmaker's Equation, Floating on Mercury, Moon Halo, Off the Optical Axis, Prism Deviations, The Light Pipe, The Light Pipe, Through the Looking Glass",Reflection and Refraction,,
Perpendicular Rays,https://isaacphysics.org/questions/refraction_at_right_angles,,N,Y,Physics,3,Waves,Optics,1,N,Y,N,N,Y,N,Y,,"Birefringence, Polarised Power",Polarisation,,
Perpendicular Rays,https://isaacphysics.org/questions/refraction_at_right_angles_sym,,N,,Physics,3,Waves,Optics,1,N,N,N,Y,Y,N,Y,,"Cat's Eye, Deriving the Lensmaker's Equation, Moon Halo, Optical Dipstick, Perpendicular Rays, Seeing Double, The Light Pipe","Electromagnetic Waves, Reflection and Refraction",,
Polaroid,https://isaacphysics.org/questions/polaroid,,N,,Physics,3,Waves,Optics,4,N,Y,N,N,Y,N,N,,"Cat's Eye, Deriving the Lensmaker's Equation, Moon Halo, Optical Dipstick, Perpendicular Rays, Seeing Double, The Light Pipe, The Light Pipe","Electromagnetic Waves, Reflection and Refraction",,
Prism Deviations,https://isaacphysics.org/questions/prism_deviations,,N,Y,Physics,3,Waves,Optics,2,N,Y,Y,N,Y,Y,Y,,"Collecting Light in a Funnel, Patch of Light","Dimensional Analysis, Electromagnetic Waves, Waves",,
Prism Deviations,https://isaacphysics.org/questions/prism_deviations_sym,,N,,Physics,3,Waves,Optics,2,N,N,N,Y,Y,Y,Y,,"Corner Retroreflector, Deriving the Lensmaker's Equation, Illuminated Pond, Mirage, Optical Dipstick, Periscope, Perpendicular Rays, Seeing Double",Reflection and Refraction,,
Rayleigh Scattering,https://isaacphysics.org/questions/rayleigh_scattering,,N,,Physics,3,Waves,Optics,3,N,Y,Y,N,Y,N,N,,"Corner Retroreflector, Deriving the Lensmaker's Equation, Illuminated Pond, Mirage, Optical Dipstick, Periscope, Perpendicular Rays, Seeing Double, Through the Looking Glass",Reflection and Refraction,,
The Light Pipe,https://isaacphysics.org/questions/the_light_pipe,,N,Y,Physics,3,Waves,Optics,3,Y,Y,Y,N,Y,N,N,,"Changing Perspective, Compound Microscope, Moving Object, Objects and Images, Off the Optical Axis, Optical Path Difference, Triple Trouble, Two Lens Microscope","Lenses, Ray Diagrams",,
The Light Pipe,https://isaacphysics.org/questions/the_light_pipe_sym,,N,,Physics,3,Waves,Optics,3,N,Y,Y,Y,Y,N,N,,"Camera Lens, Changing Perspective, Moving Object, Objects and Images, Off the Optical Axis, Optical Path Difference, Triple Trouble, Two Lens Microscope","Lenses, Ray Diagrams",,
Camera Lens,https://isaacphysics.org/questions/camera_lens,,N,,Physics,4,Waves,Optics,1,N,N,Y,N,Y,Y,Y,,"Cat's Eye, Collecting Light in a Funnel, Darkened Rain, Multiple Reflections in a Wedge, Periscope, Seeing Double, The Light Pipe","Ray Diagrams, Reflection and Refraction",Reflection and Refraction (Incidence and Reflection),
Compound Microscope,https://isaacphysics.org/questions/compound_microscope,,N,,Physics,4,Waves,Optics,2,N,N,Y,N,Y,Y,Y,,"Cat's Eye, Floating on Mercury, Light Through Plastic, Light in the Atmosphere, Mirage, Moon Halo, Optical Dipstick, Parabolic mirror, Periscope, Perpendicular Rays, Prism Deviations, Refractive Index, The Anglerfish, The Light Pipe, Twice Refracted, Vanishing Light, Wax Prism","Ray Diagrams, Reflection and Refraction","Reflection and Refraction (Refractive Index, Snell's Law)",
Corner Retroreflector,https://isaacphysics.org/questions/corner_retroreflector,,N,,Physics,4,Waves,Optics,1,N,N,Y,N,Y,Y,N,,,Reflection and Refraction,,
Deriving the Lensmaker's Equation,https://isaacphysics.org/questions/deriving_lensmaker,,N,,Physics,4,Waves,Optics,4,N,N,Y,N,Y,N,N,,"Cat's Eye, Optical Path Difference, Through the Looking Glass","Reflection and Refraction, Trigonometric Relationships",,
Fermat's (last?) cocktail,https://isaacphysics.org/questions/fermat_last_cocktail,,N,,Physics,4,Waves,Optics,1,N,N,N,Y,Y,Y,Y,,"Camera Lens, Changing Perspective, Compound Microscope, Objects and Images, Off the Optical Axis, Optical Path Difference, Triple Trouble, Two Lens Microscope","Lenses, Ray Diagrams",,
Fermat's (last?) cocktail,https://isaacphysics.org/questions/fermat_last_cocktail_num,,N,,Physics,4,Waves,Optics,1,N,N,Y,N,Y,Y,Y,,"Birefringence, Camera Lens, Changing Perspective, Compound Microscope, Deriving the Lensmaker's Equation, Fermat's (last?) cocktail, Light Through Plastic, Microscope Slide, Moving Object, Objects and Images, Off the Optical Axis, Thin Film Colour, Triple Trouble, Two Lens Microscope, Wax Prism","Lenses, Ray Diagrams, Reflection and Refraction",Reflection and Refraction (Refractive Index),
Moving Object,https://isaacphysics.org/questions/moving_object,,N,,Physics,4,Waves,Optics,1,N,Y,N,N,Y,Y,N,,"Cat's Eye, Collecting Light in a Funnel, Corner Retroreflector, Multiple Reflections in a Wedge, Off the Optical Axis, Patch of Light, Walking Past a Window","Ray Diagrams, Reflection and Refraction",Reflection and Refraction (Incidence and Reflection),
Optical Path Difference,https://isaacphysics.org/questions/optical_path_difference,,N,,Physics,4,Waves,Optics,1,N,N,Y,N,Y,N,Y,,"Camera Lens, Changing Perspective, Compound Microscope, Moving Object, Objects and Images, Off the Optical Axis, Optical Path Difference, Periscope, Two Lens Microscope","Lenses, Ray Diagrams",,
Seeing Double,https://isaacphysics.org/questions/seeing_double,,N,,Physics,4,Waves,Optics,2,N,N,Y,N,Y,N,Y,,"Camera Lens, Changing Perspective, Compound Microscope, Moving Object, Objects and Images, Off the Optical Axis, Optical Path Difference, Triple Trouble","Lenses, Ray Diagrams",,
Triple Trouble,https://isaacphysics.org/questions/triple_trouble,,N,,Physics,4,Waves,Optics,3,N,N,Y,N,Y,Y,Y,,"Corner Retroreflector, Deriving the Lensmaker's Equation, Fermat's (last?) cocktail, Fermat's (last?) cocktail, Illuminated Pond, Moon Halo, Off the Optical Axis, Optical Path Difference, Parabolic mirror, Perpendicular Rays, Prism Deviations, Seeing Double, Through the Looking Glass","Ray Diagrams, Reflection and Refraction, Trigonometric Relationships","Reflection and Refraction (Refractive Index, Snell's Law)",
Two Lens Microscope,https://isaacphysics.org/questions/two_lens_microscope,,N,,Physics,4,Waves,Optics,2,N,N,Y,N,Y,Y,Y,,"Camera Lens, Compound Microscope, Moving Object, Objects and Images, Optical Path Difference, Parabolic mirror, Triple Trouble, Two Lens Microscope","Lenses, Ray Diagrams",,
Cat's Eye,https://isaacphysics.org/questions/cats_eye,,N,,Physics,5,Waves,Optics,3,N,Y,Y,N,Y,Y,Y,,"Cat's Eye, Multiple Reflections in a Wedge, Off the Optical Axis, Parabolic mirror, Patch of Light, Rayleigh Scattering, Seeing Double, Walking Past a Window","Ray Diagrams, Reflection and Refraction",Reflection and Refraction (Incidence and Reflection),
Changing Perspective,https://isaacphysics.org/questions/changing_perspective,,N,,Physics,5,Waves,Optics,3,N,N,Y,N,Y,N,Y,,"Collecting Light in a Funnel, Floating on Mercury, Off the Optical Axis, Patch of Light, Periscope, Seeing Double, The Light Pipe, Through the Looking Glass, Walking Past a Window",Reflection and Refraction,"Reflection and Refraction (Refractive Index, Snell's Law)",
Collecting Light in a Funnel,https://isaacphysics.org/questions/collecting_light_in_a_funnel,,N,,Physics,5,Waves,Optics,4,N,N,Y,N,Y,N,Y,,"Collecting Light in a Funnel, Corner Retroreflector, Illuminated Pond, Off the Optical Axis, Patch of Light, Seeing Double","Ray Diagrams, Reflection and Refraction",Reflection and Refraction (Incidence and Reflection),
Illuminated Pond,https://isaacphysics.org/questions/illuminated_pond,,N,,Physics,5,Waves,Optics,2,N,N,Y,N,Y,N,Y,,"Camera Lens, Changing Perspective, Compound Microscope, Moving Object, Off the Optical Axis, Optical Path Difference, Parabolic mirror, Triple Trouble, Two Lens Microscope","Lenses, Ray Diagrams",,
Multiple Reflections in a Wedge,https://isaacphysics.org/questions/multiple_reflection_in_wedge,,N,,Physics,5,Waves,Optics,1,N,N,Y,N,Y,N,Y,,"Camera Lens, Changing Perspective, Compound Microscope, Moving Object, Objects and Images, Parabolic mirror, Triple Trouble, Two Lens Microscope","Lenses, Ray Diagrams, Reflection and Refraction",Reflection and Refraction (Incidence and Reflection),
Objects and Images,https://isaacphysics.org/questions/objects_and_images,,N,,Physics,5,Waves,Optics,2,N,N,Y,N,Y,N,Y,,"Camera Lens, Cat's Eye, Changing Perspective, Collecting Light in a Funnel, Compound Microscope, Corner Retroreflector, Illuminated Pond, Moving Object, Multiple Reflections in a Wedge, Objects and Images, Off the Optical Axis, Patch of Light, Seeing Double, Through the Looking Glass, Triple Trouble, Two Lens Microscope, Walking Past a Window","Calculus - Differentiation, Lenses, Ray Diagrams, Reflection and Refraction",Reflection and Refraction (Incidence and Reflection),
Off the Optical Axis,https://isaacphysics.org/questions/off_the_optical_axis,,N,,Physics,5,Waves,Optics,2,N,Y,Y,N,Y,N,Y,,"Collecting Light in a Funnel, Darkened Rain, Geometry and Inverse Square Laws, Illuminated Pond, Multiple Reflections in a Wedge, Off the Optical Axis, Rayleigh Scattering, Seeing Double, Walking Past a Window","Ray Diagrams, Reflection and Refraction, Waves","Reflection and Refraction (Incidence and Reflection), Waves (Concepts)",
Parabolic mirror,https://isaacphysics.org/questions/parabolic_mirror,,N,,Physics,5,Waves,Optics,4,Y,N,Y,N,Y,N,Y,,"Cat's Eye, Deriving the Lensmaker's Equation, Fermat's (last?) cocktail, Fermat's (last?) cocktail, Floating on Mercury, Light Through Plastic, Mirage, Optical Dipstick, Periscope, Perpendicular Rays, The Light Pipe",Reflection and Refraction,,
Patch of Light,https://isaacphysics.org/questions/light_circ_mirror,,N,,Physics,5,Waves,Optics,4,N,N,Y,N,Y,Y,Y,,"Cat's Eye, Collecting Light in a Funnel, Corner Retroreflector, Illuminated Pond, Multiple Reflections in a Wedge, Off the Optical Axis, Parabolic mirror, Patch of Light, Seeing Double","Reflection and Refraction, Relative Velocity",Reflection and Refraction (Incidence and Reflection),
Through the Looking Glass,https://isaacphysics.org/questions/through_the_looking_glass,,N,,Physics,5,Waves,Optics,4,N,N,Y,Y,Y,N,Y,,"Cosmic Reflection, Microscope Slide, Optical Path Difference, Smoothness Test, Sounding Good, Thin Film Colour, Two Material Interferometer","Reflection and Refraction, Superposition",Superposition (Constructive and Destructive Interference),
Walking Past a Window,https://isaacphysics.org/questions/walking_past_a_window,,N,,Physics,5,Waves,Optics,2,N,N,Y,N,Y,N,Y,,"Beats From Tuning Forks, Light Beats",Superposition,Superposition (Beats),
Absent Reflection,https://isaacphysics.org/questions/absent_reflection,,N,,Physics,2,Waves,Superposition,1,N,N,Y,N,Y,Y,Y,,"Beat Frequency, Light Beats",Superposition,Superposition (Beats),
Beat Frequency,https://isaacphysics.org/questions/beat_frequency,,N,,Physics,2,Waves,Superposition,1,N,Y,N,N,Y,N,N,,"Sand Ridges, Sounding Good, Travelling vs. Standing","Superposition, Waves",Waves (Concepts),
Beats From Tuning Forks,https://isaacphysics.org/questions/beats_tuning_forks,,N,,Physics,2,Waves,Superposition,1,N,Y,N,N,Y,N,N,,"Sand Ridges, Sounding Good, Travelling vs. Standing","Superposition, Waves",Waves (Concepts),
Combining Waves,https://isaacphysics.org/questions/combining_waves,,N,Y,Physics,2,Waves,Superposition,2,N,N,Y,N,Y,Y,Y,,"Single Slit Diffraction, Sound and Light, Splitting Hairs","Diffraction, Waves",,
Combining Waves,https://isaacphysics.org/questions/combining_waves_sym,,N,,Physics,2,Waves,Superposition,2,N,N,N,Y,Y,Y,Y,,"Beat Frequency, Beats From Tuning Forks, Finding Frequency","Superposition, Waves",,
Harbour Wall,https://isaacphysics.org/questions/harbour_wall,,N,,Physics,2,Waves,Superposition,1,N,Y,N,N,Y,N,N,"AQA 2, OCR5, Edexcel 8 (Investigate interference effects including Young's slit experiment and interference by a diffraction grating)","Diffraction in Paraffin, Travelling vs. Standing","Reflection and Refraction, Standing Waves, Superposition, Waves",,
Light Beats,https://isaacphysics.org/questions/light_beats,,N,,Physics,2,Waves,Superposition,2,N,N,Y,N,Y,N,N,,"Diffraction in Paraffin, Travelling vs. Standing","Reflection and Refraction, Standing Waves, Superposition, Waves",,
Sand Ridges,https://isaacphysics.org/questions/sand_ridges,,N,Y,Physics,2,Waves,Superposition,3,N,Y,Y,N,Y,N,N,,"Diffraction in Paraffin, Grating Spectrum, Harbour Wall, Modified Double Slit, Sound and Light, Splitting Hairs, X-ray Crystallography",Diffraction,Diffraction (Single Slit Diffraction Pattern),
Sand Ridges,https://isaacphysics.org/questions/sand_ridges_sym,,N,,Physics,2,Waves,Superposition,3,N,Y,N,Y,Y,N,N,,"Diffraction in Paraffin, Grating Spectrum, Harbour Wall, Modified Double Slit, Single Slit Diffraction, Splitting Hairs, X-ray Crystallography","Diffraction, Electromagnetic Waves, Superposition","Diffraction (Young's Double Slits), Electromagnetic Waves (The electromagnetic spectrum)",
Single Slit Diffraction,https://isaacphysics.org/questions/single_slit_diffraction,,N,,Physics,2,Waves,Superposition,2,N,Y,N,N,Y,N,N,"AQA 2, OCR5, Edexcel 8 (Investigate interference effects including Young's slit experiment and interference by a diffraction grating)","Absent Reflection, Air Sandwich, Cosmic Reflection, Don't Bragg, Microscope Slide, Two Material Interferometer","Superposition, Waves","Superposition (Constructive and Destructive Interference), Waves (Phase and Phasors)",
Sound and Light,https://isaacphysics.org/questions/sound_and_light,,N,,Physics,2,Waves,Superposition,3,N,Y,N,N,Y,N,N,"AQA 2, OCR5, Edexcel 8 (Investigate interference effects including Young's slit experiment and interference by a diffraction grating)","Diffraction in Paraffin, Don't Bragg, Grating Spectrum, Harbour Wall, Modified Double Slit, Single Slit Diffraction, Sound and Light, Splitting Hairs","Diffraction, Electromagnetic Waves",,
Sounding Good,https://isaacphysics.org/questions/sounding_good,,N,,Physics,2,Waves,Superposition,2,N,Y,Y,N,Y,Y,Y,"Edexcel 6 (Determine speed of sound in air using signal generator, speaker and microphone)","Cosmic Reflection, Don't Bragg, Microscope Slide, Smoothness Test, Thin Film Colour","Reflection and Refraction, Superposition",,
X-ray Crystallography,https://isaacphysics.org/questions/x_ray_crystallography,,N,,Physics,2,Waves,Superposition,1,N,N,Y,N,Y,Y,N,"AQA 2, OCR5, Edexcel 8 (Investigate interference effects including Young's slit experiment and interference by a diffraction grating)","Cosmic Reflection, Don't Bragg, Microscope Slide, Smoothness Test, Thin Film Colour","Reflection and Refraction, Superposition",,
Air Sandwich,https://isaacphysics.org/questions/air_sandwich,,N,Y,Physics,3,Waves,Superposition,3,Y,N,Y,N,Y,Y,N,,"Absent Reflection, Air Sandwich, Microscope Slide, Sounding Good, Two Material Interferometer","Reflection and Refraction, Superposition",Superposition (Constructive and Destructive Interference),
Air Sandwich,https://isaacphysics.org/questions/air_sandwich_sym,,N,,Physics,3,Waves,Superposition,3,N,N,Y,Y,Y,N,N,,"Grating Spectrum, Modified Double Slit, Sand Ridges, X-ray Crystallography","Diffraction, Electromagnetic Waves, Standing Waves, Waves",,
Cosmic Reflection,https://isaacphysics.org/questions/reflecting_on_the_cosmos,,N,,Physics,3,Waves,Superposition,1,N,N,Y,N,Y,Y,Y,,"Absent Reflection, Air Sandwich, Smoothness Test, X-ray Crystallography",Superposition,"Photoelectric Effect (Quantisation), Superposition (Path and Phase Difference)",
Diffraction in Paraffin,https://isaacphysics.org/questions/diffraction_in_paraffin,,N,,Physics,3,Waves,Superposition,1,N,N,Y,N,Y,Y,N,"AQA 2, OCR5, Edexcel 8 (Investigate interference effects including Young's slit experiment and interference by a diffraction grating)","Absent Reflection, Air Sandwich, Smoothness Test, X-ray Crystallography",Superposition,Photoelectric Effect (Quantisation),
Don't Bragg,https://isaacphysics.org/questions/don't_bragg,,N,Y,Physics,3,Waves,Superposition,5,Y,Y,Y,N,Y,Y,N,,"Diffraction in Paraffin, Modified Double Slit, Single Slit Diffraction, X-ray Crystallography","Diffraction, Electromagnetic Waves","Diffraction (Diffraction Gratings), Electromagnetic Waves (The electromagnetic spectrum)",
Don't Bragg,https://isaacphysics.org/questions/don't_bragg_sym,,N,,Physics,3,Waves,Superposition,5,N,N,Y,Y,Y,Y,N,,"Absent Reflection, Cosmic Reflection, Optical Path Difference, Smoothness Test, Sounding Good, Thin Film Colour, Two Material Interferometer","Reflection and Refraction, Superposition","Reflection and Refraction (Refractive Index), Superposition (Constructive and Destructive Interference)",
Grating Spectrum,https://isaacphysics.org/questions/grating_spectrum,,N,,Physics,3,Waves,Superposition,4,N,N,Y,N,Y,N,N,"AQA 2, OCR5, Edexcel 8 (Investigate interference effects including Young's slit experiment and interference by a diffraction grating)","Grating Spectrum, Microscope Slide, Optical Path Difference, Splitting Hairs, Two Material Interferometer","Diffraction, Reflection and Refraction, Superposition",,
Microscope Slide,https://isaacphysics.org/questions/microscope_slide,,N,,Physics,3,Waves,Superposition,2,N,N,Y,N,Y,N,Y,,"Air Sandwich, Don't Bragg, Microscope Slide, Thin Film Colour","Reflection and Refraction, Superposition",,
Modified Double Slit,https://isaacphysics.org/questions/modified_double_slit,,N,,Physics,3,Waves,Superposition,2,N,Y,Y,N,Y,Y,Y,"AQA 2, OCR5, Edexcel 8 (Investigate interference effects including Young's slit experiment and interference by a diffraction grating)","Modified Double Slit, Single Slit Diffraction, X-ray Crystallography",Diffraction,,
Smoothness Test,https://isaacphysics.org/questions/smoothness_test,,N,,Physics,3,Waves,Superposition,2,N,N,Y,N,Y,Y,Y,,"Absent Reflection, Air Sandwich, Don't Bragg, Microscope Slide, Optical Path Difference, Smoothness Test","Reflection and Refraction, Superposition",Electromagnetic Waves (The electromagnetic spectrum),
Splitting Hairs,https://isaacphysics.org/questions/splitting_hairs,,N,,Physics,3,Waves,Superposition,1,N,N,Y,N,Y,Y,Y,"AQA 2, OCR5, Edexcel 8 (Investigate interference effects including Young's slit experiment and interference by a diffraction grating)","Cosmic Reflection, Microscope Slide, Modified Double Slit, Optical Path Difference, Single Slit Diffraction","Reflection and Refraction, Superposition",Reflection and Refraction (Refractive Index),
Thin Film Colour,https://isaacphysics.org/questions/thin_film_colour,,N,,Physics,3,Waves,Superposition,5,Y,Y,Y,N,Y,N,N,,"Echo Location, Noise Production, Passing Siren, Two Microphones, Waving Along","Reflection and Refraction, Waves",Reflection and Refraction (Incidence and Reflection),
Two Material Interferometer,https://isaacphysics.org/questions/two_material_phase,,N,,Physics,3,Waves,Superposition,1,N,N,Y,N,Y,N,N,,"Break Free, Cliff Reflection, Noise Production, Two Microphones","Reflection and Refraction, Waves",Reflection and Refraction (Incidence and Reflection),
